freq,c_resid,unit,nace_r2,geo\TIME_PERIOD	2020 	2021 	2022 	2023 	2024 
A,FOR,NR,I551-I553,FI1C7	: 	: 	: 	26129 	25718 
A,FOR,NR,I551-I553,FI1D	1125990 	815941 	1920033 	2244917 	2559768 
A,FOR,NR,I551-I553,FI1D1	41226 	36651 	64005 	: 	: 
A,FOR,NR,I551-I553,FI1D2	36760 	33991 	50825 	: 	: 
A,FOR,NR,I551-I553,FI1D3	34008 	16613 	35997 	: 	: 
A,FOR,NR,I551-I553,FI1D5	5985 	8509 	16562 	16860 	16314 
A,FOR,NR,I551-I553,FI1D7	775760 	556793 	1430670 	1746035 	1978256 
A,FOR,NR,I551-I553,FI1D8	45018 	40399 	55988 	42413 	48260 
A,FOR,NR,I551-I553,FI1D9	187233 	122985 	265986 	275212 	344674 
A,FOR,NR,I551-I553,FI1DA	: 	: 	: 	60775 	71106 
A,FOR,NR,I551-I553,FI1DB	: 	: 	: 	62090 	55533 
A,FOR,NR,I551-I553,FI1DC	: 	: 	: 	41532 	45625 
A,FOR,NR,I551-I553,FI2	24142 	66066 	209388 	206742 	204050 
A,FOR,NR,I551-I553,FI20	24142 	66066 	209388 	206742 	204050 
A,FOR,NR,I551-I553,FI200	24142 	66066 	209388 	206742 	204050 
A,FOR,NR,I551-I553,FR	45093660 u	56523110 e	125449581 	138367983 	140608197 
A,FOR,NR,I551-I553,FR1	6681878 e	12904026 e	40733015 	45416053 	44113991 
A,FOR,NR,I551-I553,FR10	6681878 e	12904026 e	40733015 	45416053 	44113991 
A,FOR,NR,I551-I553,FR101	3560727 e	8656296 e	26254764 	28402129 	27819829 
A,FOR,NR,I551-I553,FR102	1013465 e	1898958 e	6923962 	8029759 	8074071 
A,FOR,NR,I551-I553,FR103	277144 e	276657 e	725286 	862568 	794934 
A,FOR,NR,I551-I553,FR104	215875 e	204958 e	504913 	588360 	550843 
A,FOR,NR,I551-I553,FR105	539069 e	715773 e	2508380 	2956350 	2702623 
A,FOR,NR,I551-I553,FR106	391474 e	448119 e	1608684 	1827356 	1620543 
A,FOR,NR,I551-I553,FR107	329973 e	363290 e	1254204 	1496072 	1298982 
A,FOR,NR,I551-I553,FR108	354151 e	339975 e	952821 	1253459 	1252166 
A,FOR,NR,I551-I553,FRB	1015611 e	1189227 e	2158183 	2381916 	2276500 
A,FOR,NR,I551-I553,FRB0	1015611 e	1189227 e	2158183 	2381916 	2276500 
A,FOR,NR,I551-I553,FRB01	80738 e	80548 e	146401 	154447 	159649 
A,FOR,NR,I551-I553,FRB02	90421 e	85553 e	164258 	176365 	177680 
A,FOR,NR,I551-I553,FRB03	51992 e	60491 e	99680 	106647 	120098 
A,FOR,NR,I551-I553,FRB04	277694 e	342419 e	729708 	789199 	730998 
A,FOR,NR,I551-I553,FRB05	302413 e	363290 e	597488 	703864 	664342 
A,FOR,NR,I551-I553,FRB06	212352 e	256926 e	420648 	451394 	423735 
A,FOR,NR,I551-I553,FRC	1825914 e	1910523 e	3520647 	3679620 	3643406 
A,FOR,NR,I551-I553,FRC1	1101104 e	1275440 e	2353760 	2450632 	2433487 
A,FOR,NR,I551-I553,FRC11	504082 e	637742 e	1260560 	1324845 	1350267 
A,FOR,NR,I551-I553,FRC12	104727 e	106028 e	161438 	177955 	169147 
A,FOR,NR,I551-I553,FRC13	359540 e	403296 e	697649 	724372 	703228 
A,FOR,NR,I551-I553,FRC14	132755 e	128374 e	234113 	223460 	210845 
A,FOR,NR,I551-I553,FRC2	724810 e	635083 e	1166886 	1228988 	1209919 
A,FOR,NR,I551-I553,FRC21	230943 e	214643 e	438981 	469628 	463265 
A,FOR,NR,I551-I553,FRC22	413057 e	340231 e	565625 	560945 	542810 
A,FOR,NR,I551-I553,FRC23	44807 e	46971 e	86929 	112221 	110317 
A,FOR,NR,I551-I553,FRC24	36004 e	33238 e	75351 	86194 	93527 
A,FOR,NR,I551-I553,FRD	1722035 u	1768334 e	3851345 	4253640 	4461615 
A,FOR,NR,I551-I553,FRD1	1168794 e	1209627 e	2639350 	2871938 	3080068 
A,FOR,NR,I551-I553,FRD11	800495 e	814033 e	1803144 	2000688 	2157639 
A,FOR,NR,I551-I553,FRD12	328357 e	358871 e	753715 	805359 	852058 
A,FOR,NR,I551-I553,FRD13	39943 e	36724 e	82491 	65891 	70371 
A,FOR,NR,I551-I553,FRD2	553241 u	558707 e	1211996 	1381702 	1381547 
A,FOR,NR,I551-I553,FRD21	153698 e	133556 e	266093 	308191 	324330 
A,FOR,NR,I551-I553,FRD22	399543 e	425151 e	945902 	1073511 	1057217 
A,FOR,NR,I551-I553,FRE	1590392 u	1605137 e	3621285 	4009384 	4061053 
A,FOR,NR,I551-I553,FRE1	969912 e	947657 e	2078251 	2354710 	2370981 
A,FOR,NR,I551-I553,FRE11	460870 e	436413 e	927410 	1069755 	1071436 
A,FOR,NR,I551-I553,FRE12	509041 e	511244 e	1150841 	1284956 	1299546 
A,FOR,NR,I551-I553,FRE2	620480 u	657480 e	1543034 	1654674 	1690072 
A,FOR,NR,I551-I553,FRE21	187941 e	190759 e	645372 	719773 	680145 
A,FOR,NR,I551-I553,FRE22	153784 e	174872 e	275638 	284037 	326325 
A,FOR,NR,I551-I553,FRE23	278755 e	291849 e	622025 	650864 	683602 
A,FOR,NR,I551-I553,FRF	3063243 u	3563695 e	7752102 	8742919 	8847583 
A,FOR,NR,I551-I553,FRF1	1280712 e	1712792 e	4094923 	4766848 	4855472 
A,FOR,NR,I551-I553,FRF11	654543 e	871095 e	2160022 	2591200 	2652288 
A,FOR,NR,I551-I553,FRF12	626169 e	841697 e	1934901 	2175648 	2203183 
A,FOR,NR,I551-I553,FRF2	633895 u	719441 e	1483640 	1551027 	1546709 
A,FOR,NR,I551-I553,FRF21	89963 e	84123 e	168202 	174167 	162696 
A,FOR,NR,I551-I553,FRF22	151851 e	159786 e	323073 	351821 	356514 
A,FOR,NR,I551-I553,FRF23	282456 e	357527 e	747563 	776654 	771229 
A,FOR,NR,I551-I553,FRF24	109626 e	118006 e	244802 	248385 	256270 
A,FOR,NR,I551-I553,FRF3	1148636 e	1131461 e	2173539 	2425044 	2445402 
A,FOR,NR,I551-I553,FRF31	179591 e	189607 e	369786 	421137 	417058 
A,FOR,NR,I551-I553,FRF32	48894 e	51781 e	95038 	94529 	90773 
A,FOR,NR,I551-I553,FRF33	498489 e	535398 e	1077326 	1214794 	1259538 
A,FOR,NR,I551-I553,FRF34	421661 e	354676 e	631390 	694584 	678034 
A,FOR,NR,I551-I553,FRG	1579179 e	1710670 e	3261972 	3549606 	3368397 
A,FOR,NR,I551-I553,FRG0	1579179 e	1710670 e	3261972 	3549606 	3368397 
A,FOR,NR,I551-I553,FRG01	529778 e	516032 e	987092 	1060140 	1016470 
A,FOR,NR,I551-I553,FRG02	194657 e	219964 e	399606 	435611 	416105 
A,FOR,NR,I551-I553,FRG03	26973 e	21474 e	43903 	50449 	42444 
A,FOR,NR,I551-I553,FRG04	133638 e	125864 e	249550 	271029 	270776 
A,FOR,NR,I551-I553,FRG05	694133 e	827335 e	1581821 	1732378 	1622602 
A,FOR,NR,I551-I553,FRH	1979734 e	2248830 e	4283305 	4768527 	4773619 
A,FOR,NR,I551-I553,FRH0	1979734 e	2248830 e	4283305 	4768527 	4773619 
A,FOR,NR,I551-I553,FRH01	338656 e	390844 e	702487 	770365 	769836 
A,FOR,NR,I551-I553,FRH02	705356 e	826584 e	1514756 	1679172 	1688612 
A,FOR,NR,I551-I553,FRH03	485047 e	521790 e	1141986 	1273900 	1313323 
A,FOR,NR,I551-I553,FRH04	450676 e	509613 e	924077 	1045090 	1001849 
A,FOR,NR,I551-I553,FRI	5816181 e	6741562 e	11126585 	12100897 	12119587 
A,FOR,NR,I551-I553,FRI1	4221666 e	5037157 e	8320298 	8955557 	9142541 
A,FOR,NR,I551-I553,FRI11	649902 e	764797 e	1350957 	1455619 	1423368 
A,FOR,NR,I551-I553,FRI12	1573279 e	2071075 e	3286901 	3560404 	3704381 
A,FOR,NR,I551-I553,FRI13	1295379 e	1440892 e	2333909 	2432188 	2415543 
A,FOR,NR,I551-I553,FRI14	108023 e	101080 e	176625 	199253 	217241 
A,FOR,NR,I551-I553,FRI15	595083 e	659313 e	1171906 	1308093 	1382008 
A,FOR,NR,I551-I553,FRI2	268194 e	293101 e	419330 	441211 	433997 
A,FOR,NR,I551-I553,FRI21	141613 e	162250 e	216538 	219438 	215960 
A,FOR,NR,I551-I553,FRI22	38250 e	42395 e	56660 	63595 	66533 
A,FOR,NR,I551-I553,FRI23	88331 e	88456 e	146133 	158178 	151505 
A,FOR,NR,I551-I553,FRI3	1326320 e	1411304 e	2386957 	2704129 	2543049 
A,FOR,NR,I551-I553,FRI31	81845 e	86530 e	149845 	145237 	139352 
A,FOR,NR,I551-I553,FRI32	951211 e	1080206 e	1827782 	2106836 	1932820 
A,FOR,NR,I551-I553,FRI33	53138 e	45149 e	71635 	73133 	82406 
A,FOR,NR,I551-I553,FRI34	240126 e	199418 e	337696 	378923 	388471 
A,FOR,NR,I551-I553,FRJ	5268899 e	6383692 e	11439538 	12409869 	12985478 
A,FOR,NR,I551-I553,FRJ1	3711665 e	4665652 e	8159066 	8505219 	8861177 
A,FOR,NR,I551-I553,FRJ11	302751 e	394205 e	749212 	839927 	772062 
A,FOR,NR,I551-I553,FRJ12	696256 e	899403 e	1447744 	1451655 	1531711 
A,FOR,NR,I551-I553,FRJ13	1678541 e	2147228 e	3758500 	3885578 	4211520 
A,FOR,NR,I551-I553,FRJ14	111444 e	118301 e	168287 	180172 	194090 
A,FOR,NR,I551-I553,FRJ15	922673 e	1106516 e	2035322 	2147887 	2151793 
A,FOR,NR,I551-I553,FRJ2	1557234 e	1718039 e	3280472 	3904650 	4124301 
A,FOR,NR,I551-I553,FRJ21	112193 e	100440 e	160878 	170239 	177279 
A,FOR,NR,I551-I553,FRJ22	224015 e	311923 e	385294 	387760 	419275 
A,FOR,NR,I551-I553,FRJ23	446494 e	439369 e	945573 	1140262 	1179465 
A,FOR,NR,I551-I553,FRJ24	76069 e	89167 e	135422 	123513 	123113 
A,FOR,NR,I551-I553,FRJ25	163987 e	193980 e	304588 	311373 	325599 
A,FOR,NR,I551-I553,FRJ26	387234 e	443303 e	1144420 	1555975 	1682592 
A,FOR,NR,I551-I553,FRJ27	87477 e	82367 e	126627 	134873 	133998 
A,FOR,NR,I551-I553,FRJ28	59767 e	57491 e	77672 	80656 	82979 
A,FOR,NR,I551-I553,FRK	7049993 e	6412191 e	14034592 	16042497 	17149044 
A,FOR,NR,I551-I553,FRK1	588406 e	593227 e	932872 	1018231 	1001089 
A,FOR,NR,I551-I553,FRK11	117376 e	121328 e	177928 	206749 	180623 
A,FOR,NR,I551-I553,FRK12	88577 e	100860 e	129351 	128720 	138204 
A,FOR,NR,I551-I553,FRK13	59191 e	70480 e	114179 	125334 	123151 
A,FOR,NR,I551-I553,FRK14	323262 e	300559 e	511413 	557427 	559111 
A,FOR,NR,I551-I553,FRK2	6461587 e	5818964 e	13101720 	15024267 	16147956 
A,FOR,NR,I551-I553,FRK21	292864 e	322411 e	629030 	710379 	705970 
A,FOR,NR,I551-I553,FRK22	937689 e	1060023 e	1575046 	1693059 	1835821 
A,FOR,NR,I551-I553,FRK23	497357 e	663434 e	933718 	938077 	1020192 
A,FOR,NR,I551-I553,FRK24	681374 e	588218 e	1176902 	1429910 	1470336 
A,FOR,NR,I551-I553,FRK25	78549 e	73991 e	110077 	131447 	124608 
A,FOR,NR,I551-I553,FRK26	692088 e	713298 e	1493971 	1875877 	2089176 
A,FOR,NR,I551-I553,FRK27	1874915 e	1181679 e	4170724 	4726400 	5147216 
A,FOR,NR,I551-I553,FRK28	1406749 e	1215911 e	3012252 	3519119 	3754637 
A,FOR,NR,I551-I553,FRL	6112468 e	8269850 e	16068748 	17238371 	18606269 
A,FOR,NR,I551-I553,FRL0	6112468 e	8269850 e	16068748 	17238371 	18606269 
A,FOR,NR,I551-I553,FRL01	492830 e	581614 e	839194 	825190 	978660 
A,FOR,NR,I551-I553,FRL02	723473 e	624592 e	915435 	886987 	1019299 
A,FOR,NR,I551-I553,FRL03	1512447 e	2258910 e	5053239 	5770647 	6228967 
A,FOR,NR,I551-I553,FRL04	1007047 e	1304178 e	2616571 	2802037 	2940582 
A,FOR,NR,I551-I553,FRL05	1834552 e	2648786 e	5102209 	5341820 	5687598 
A,FOR,NR,I551-I553,FRL06	542118 e	851771 e	1542101 	1611689 	1751163 
A,FOR,NR,I551-I553,FRM	973767 e	1582741 e	3138777 	3232958 	3672557 
A,FOR,NR,I551-I553,FRM0	973767 e	1582741 e	3138777 	3232958 	3672557 
A,FOR,NR,I551-I553,FRM01	472966 e	766812 e	1491615 	1564017 	1718475 
A,FOR,NR,I551-I553,FRM02	500800 e	815929 e	1647161 	1668942 	1954082 
A,FOR,NR,I551-I553,FRY	414368 e	232632 e	458217 	541724 	527413 
A,FOR,NR,I551-I553,FRY1	120470 e	63754 e	154121 	198518 	179980 
A,FOR,NR,I551-I553,FRY10	120470 e	63754 e	154121 	198518 	179980 
A,FOR,NR,I551-I553,FRY2	130037 e	51901 e	156081 	162992 	177084 
A,FOR,NR,I551-I553,FRY20	130037 e	51901 e	156081 	162992 	177084 
A,FOR,NR,I551-I553,FRY3	51477 e	58348 e	41183 	37117 	42584 
A,FOR,NR,I551-I553,FRY30	51477 e	58348 e	41183 	37117 	42584 
A,FOR,NR,I551-I553,FRY4	106060 e	55060 e	103393 	134292 	123554 
A,FOR,NR,I551-I553,FRY40	106060 e	55060 e	103393 	134292 	123554 
A,FOR,NR,I551-I553,FRY5	6322 e	3568 e	3439 	8806 	4211 
A,FOR,NR,I551-I553,FRY50	6322 e	3568 e	3439 	8806 	4211 
A,FOR,NR,I551-I553,HR	35376486 	62844164 	82278728 	84257983 	84955334 
A,FOR,NR,I551-I553,HR0	35376486 	62844164 	82278728 	84257983 	84955334 
A,FOR,NR,I551-I553,HR02	205477 	450494 	699502 	816921 	806455 
A,FOR,NR,I551-I553,HR021	7879 	11296 	19924 	25268 	27561 
A,FOR,NR,I551-I553,HR022	4323 	6508 	10313 	11722 	12878 
A,FOR,NR,I551-I553,HR023	4514 	8561 	13602 	16217 	17235 
A,FOR,NR,I551-I553,HR024	12590 	21002 	35437 	42700 	43775 
A,FOR,NR,I551-I553,HR025	34921 	61794 	93666 	114752 	112742 
A,FOR,NR,I551-I553,HR026	9787 	20204 	31542 	38914 	47378 
A,FOR,NR,I551-I553,HR027	121138 	306996 	466364 	538376 	510817 
A,FOR,NR,I551-I553,HR028	10325 	14133 	28654 	28972 	34069 
A,FOR,NR,I551-I553,HR03	34429588 	61016246 	79240543 	80762380 	81319408 
A,FOR,NR,I551-I553,HR031	6803339 	11048575 	14096978 	14144311 	13815899 
A,FOR,NR,I551-I553,HR032	1168602 	2008588 	2621389 	2697476 	2711757 
A,FOR,NR,I551-I553,HR033	4467514 	7027693 	8915808 	8934603 	9174181 
A,FOR,NR,I551-I553,HR034	2200814 	3720174 	4545824 	4366482 	4373332 
A,FOR,NR,I551-I553,HR035	6925895 	12268379 	15839412 	16498158 	16886501 
A,FOR,NR,I551-I553,HR036	10855164 	20704458 	26558303 	26926382 	26661463 
A,FOR,NR,I551-I553,HR037	2008260 	4238379 	6662829 	7194968 	7696275 
A,FOR,NR,I551-I553,HR05	540171 	1020840 	1775172 	2027665 	2136081 
A,FOR,NR,I551-I553,HR050	540171 	1020840 	1775172 	2027665 	2136081 
A,FOR,NR,I551-I553,HR06	201250 	356584 	563511 	651017 	693390 
A,FOR,NR,I551-I553,HR061	42624 	62419 	104190 	111513 	113381 
A,FOR,NR,I551-I553,HR062	40554 	78002 	107742 	126609 	128528 
A,FOR,NR,I551-I553,HR063	6557 	13650 	19479 	23359 	21149 
A,FOR,NR,I551-I553,HR064	65086 	108064 	176273 	205722 	216377 
A,FOR,NR,I551-I553,HR065	46429 	94449 	155827 	183814 	213955 
A,FOR,NR,I551-I553,HU	3773567 	5070834 	12364137 	14173761 	15224253 
A,FOR,NR,I551-I553,HU1	1952125 	2731315 	7283360 	8653342 	9564425 
A,FOR,NR,I551-I553,HU11	1833586 	2559276 	6885849 	8218022 	9121712 
A,FOR,NR,I551-I553,HU110	1833586 	2559276 	6885849 	8218022 	9121712 
A,FOR,NR,I551-I553,HU12	118539 	172039 	397511 	435320 	442713 
A,FOR,NR,I551-I553,HU120	118539 	172039 	397511 	435320 	442713 
A,FOR,NR,I551-I553,HU2	1259495 	1587151 	3410814 	3716269 	3728911 
A,FOR,NR,I551-I553,HU21	325414 	406641 	840830 	1069719 	946729 
A,FOR,NR,I551-I553,HU211	36505 	65218 	214166 	318812 	208671 
A,FOR,NR,I551-I553,HU212	60275 	75259 	120529 	140830 	128940 
A,FOR,NR,I551-I553,HU213	228634 	266164 	506135 	610077 	609118 
A,FOR,NR,I551-I553,HU22	731563 	931318 	2049595 	2123058 	2224820 
A,FOR,NR,I551-I553,HU221	213718 	271800 	554533 	615082 	620136 
A,FOR,NR,I551-I553,HU222	252362 	336279 	766958 	716872 	740577 
A,FOR,NR,I551-I553,HU223	265483 	323239 	728104 	791104 	864107 
A,FOR,NR,I551-I553,HU23	202518 	249192 	520389 	523492 	557362 
A,FOR,NR,I551-I553,HU231	38535 	61326 	113647 	114085 	111830 
A,FOR,NR,I551-I553,HU232	150663 	171119 	381709 	385449 	418513 
A,FOR,NR,I551-I553,HU233	13320 	16747 	25033 	23958 	27019 
A,FOR,NR,I551-I553,HU3	561947 	752368 	1669963 	1804150 	1930917 
A,FOR,NR,I551-I553,HU31	148647 	205233 	409600 	427986 	447103 
A,FOR,NR,I551-I553,HU311	88455 	119252 	240967 	253168 	275013 
A,FOR,NR,I551-I553,HU312	53109 	72092 	143794 	154993 	155382 
A,FOR,NR,I551-I553,HU313	7083 	13889 	24839 	19825 	16708 
A,FOR,NR,I551-I553,HU32	238327 	296584 	724078 	774028 	838650 
A,FOR,NR,I551-I553,HU321	162084 	180721 	521733 	544189 	613206 
A,FOR,NR,I551-I553,HU322	38247 	57002 	83756 	103653 	102028 
A,FOR,NR,I551-I553,HU323	37996 	58861 	118589 	126186 	123416 
A,FOR,NR,I551-I553,HU33	174973 	250551 	536285 	602136 	645164 
A,FOR,NR,I551-I553,HU331	51795 	76036 	162357 	173807 	208920 
A,FOR,NR,I551-I553,HU332	30051 	40173 	95861 	128690 	122377 
A,FOR,NR,I551-I553,HU333	93127 	134342 	278067 	299639 	313867 
A,FOR,NR,I551-I553,IE	4516254 e	5234451 e	16474828 	24362147 	24349960 
A,FOR,NR,I551-I553,IE0	4516254 e	5234451 e	16474828 	24362147 	24349960 
A,FOR,NR,I551-I553,IE04	1374225 e	1305138 e	3526937 	9040059 	6807283 
A,FOR,NR,I551-I553,IE041	496539 e	931371 e	1520916 	6280393 	4130299 
A,FOR,NR,I551-I553,IE042	877686 e	373767 e	2006021 	2759666 	2676984 
A,FOR,NR,I551-I553,IE05	2406156 e	1705214 e	6350374 	8857293 	6880444 
A,FOR,NR,I551-I553,IE051	606104 e	380289 e	1314384 	2217364 	1664934 
A,FOR,NR,I551-I553,IE052	581238 e	354397 e	1368886 	1473291 	1326489 
A,FOR,NR,I551-I553,IE053	1218814 e	970528 e	3667106 	5166638 	3889021 
A,FOR,NR,I551-I553,IE06	735873 e	2224099 e	6597516 	6464795 	10662233 
A,FOR,NR,I551-I553,IE061	319759 e	1315930 e	4405922 	3896268 	8627401 
A,FOR,NR,I551-I553,IE062	196595 e	620767 e	1128569 	971273 	1176283 
A,FOR,NR,I551-I553,IE063	219519 e	287402 e	1063026 	1597254 	858549 
A,FOR,NR,I551-I553,IS	1828009 	3072791 	6578780 	7557161 	: 
A,FOR,NR,I551-I553,IS0	1828009 	3072791 	6578780 	7557161 	: 
A,FOR,NR,I551-I553,IS00	1828009 	3072791 	6578780 	7557161 	: 
A,FOR,NR,I551-I553,IS001	817010 	1119953 	2730256 	3050442 	: 
A,FOR,NR,I551-I553,IS002	1010999 	1952838 	3848524 	4506719 	: 
A,FOR,NR,I551-I553,IT	65443607 	106123175 	201069434 	234182255 	253948443 
A,FOR,NR,I551-I553,ITC	11819427 	19795731 	37221085 	42159588 	45537712 
A,FOR,NR,I551-I553,ITC1	2263951 	3497503 	6479415 	7180603 	7362027 
A,FOR,NR,I551-I553,ITC11	811955 	846199 	2096358 	2408706 	2568332 
A,FOR,NR,I551-I553,ITC12	31080 	33493 	73344 	85385 	90318 
A,FOR,NR,I551-I553,ITC13	20148 	38831 	61724 	81615 	84156 
A,FOR,NR,I551-I553,ITC14	802367 	1433662 	2401534 	2576175 	2477446 
A,FOR,NR,I551-I553,ITC15	210975 	407913 	677218 	753911 	795306 
A,FOR,NR,I551-I553,ITC16	244158 	444972 	702006 	759676 	802204 
A,FOR,NR,I551-I553,ITC17	53509 	123841 	199790 	217445 	231443 
A,FOR,NR,I551-I553,ITC18	89759 	168592 	267441 	297690 	312822 
A,FOR,NR,I551-I553,ITC2	742128 	413336 	1217983 	1439669 	1531697 
A,FOR,NR,I551-I553,ITC20	742128 	413336 	1217983 	1439669 	1531697 
A,FOR,NR,I551-I553,ITC3	2074840 	3857686 	6581007 	7238928 	7394277 
A,FOR,NR,I551-I553,ITC31	465376 	805187 	1361493 	1473800 	1585986 
A,FOR,NR,I551-I553,ITC32	495219 	925390 	1433492 	1485404 	1520500 
A,FOR,NR,I551-I553,ITC33	631423 	1174695 	2016508 	2305469 	2322432 
A,FOR,NR,I551-I553,ITC34	482822 	952414 	1769514 	1974255 	1965359 
A,FOR,NR,I551-I553,ITC4	6738508 	12027206 	22942680 	26300388 	29249711 
A,FOR,NR,I551-I553,ITC41	371196 	556444 	1033713 	1387510 	1629509 
A,FOR,NR,I551-I553,ITC42	796910 	2004325 	2582600 	2752869 	2930423 
A,FOR,NR,I551-I553,ITC43	106773 	229815 	416762 	566060 	610025 
A,FOR,NR,I551-I553,ITC44	697784 	408451 	1470003 	1420109 	1728700 
A,FOR,NR,I551-I553,ITC46	236148 	451091 	920003 	1174052 	1323023 
A,FOR,NR,I551-I553,ITC47	2385633 	5030655 	7844983 	7511829 	7970368 
A,FOR,NR,I551-I553,ITC48	41994 	76092 	121420 	147591 	151594 
A,FOR,NR,I551-I553,ITC49	14757 	17169 	26764 	40779 	46722 
A,FOR,NR,I551-I553,ITC4A	35857 	87557 	112611 	137928 	149318 
A,FOR,NR,I551-I553,ITC4B	62691 	131242 	206598 	225735 	250320 
A,FOR,NR,I551-I553,ITC4C	1886385 	2828189 	7813008 	10545244 	12093005 
A,FOR,NR,I551-I553,ITC4D	102380 	206176 	394215 	390682 	366704 
A,FOR,NR,I551-I553,ITF	3123692 	6292317 	15335801 	18651007 	20854370 
A,FOR,NR,I551-I553,ITF1	232853 	471477 	970263 	978924 	1084087 
A,FOR,NR,I551-I553,ITF11	25262 	44858 	83018 	112129 	140370 
A,FOR,NR,I551-I553,ITF12	125194 	278644 	532217 	451648 	470954 
A,FOR,NR,I551-I553,ITF13	47891 	83818 	193550 	234179 	302445 
A,FOR,NR,I551-I553,ITF14	34506 	64157 	161478 	180968 	170318 
A,FOR,NR,I551-I553,ITF2	14207 	24438 	38597 	47497 	42335 
A,FOR,NR,I551-I553,ITF21	2018 	3555 	7657 	11436 	10406 
A,FOR,NR,I551-I553,ITF22	12189 	20883 	30940 	36061 	31929 
A,FOR,NR,I551-I553,ITF3	1308506 	2744434 	8439453 	10601880 	11642359 
A,FOR,NR,I551-I553,ITF31	64915 	121888 	231925 	269365 	295773 
A,FOR,NR,I551-I553,ITF32	5698 	6730 	21015 	22821 	25505 
A,FOR,NR,I551-I553,ITF33	965916 	1971047 	6399096 	8202189 	8728050 
A,FOR,NR,I551-I553,ITF34	10441 	18009 	49746 	69039 	84371 
A,FOR,NR,I551-I553,ITF35	261536 	626760 	1737671 	2038466 	2508660 
A,FOR,NR,I551-I553,ITF4	1192043 	2297260 	4379794 	5108135 	6031556 
A,FOR,NR,I551-I553,ITF43	82353 	162048 	233163 	286524 	349170 
A,FOR,NR,I551-I553,ITF44	170091 	336244 	758801 	861498 	967935 
A,FOR,NR,I551-I553,ITF45	357450 	672934 	1225254 	1405940 	1696991 
A,FOR,NR,I551-I553,ITF46	272087 	503510 	721515 	798547 	896407 
A,FOR,NR,I551-I553,ITF47	284757 	567648 	1328450 	1632631 	1983174 
A,FOR,NR,I551-I553,ITF48	25305 	54876 	112611 	122995 	137879 
A,FOR,NR,I551-I553,ITF5	68076 	125590 	318475 	428180 	447925 
A,FOR,NR,I551-I553,ITF51	23137 	32878 	61046 	72876 	71940 
A,FOR,NR,I551-I553,ITF52	44939 	92712 	257429 	355304 	375985 
A,FOR,NR,I551-I553,ITF6	308007 	629118 	1189219 	1486391 	1606108 
A,FOR,NR,I551-I553,ITF61	85600 	128220 	251449 	298927 	320811 
A,FOR,NR,I551-I553,ITF62	12885 	18257 	37286 	43941 	59973 
A,FOR,NR,I551-I553,ITF63	31850 	77874 	131390 	164639 	184408 
A,FOR,NR,I551-I553,ITF64	157738 	375513 	701209 	872850 	924759 
A,FOR,NR,I551-I553,ITF65	19934 	29254 	67885 	106034 	116157 
A,FOR,NR,I551-I553,ITG	3039513 	6469008 	13134560 	14838886 	16674032 
A,FOR,NR,I551-I553,ITG1	1457433 	2706310 	6428084 	8020941 	8697369 
A,FOR,NR,I551-I553,ITG11	173789 	309837 	623928 	810939 	945037 
A,FOR,NR,I551-I553,ITG12	399711 	788872 	1722414 	2051440 	2431515 
A,FOR,NR,I551-I553,ITG13	340966 	663529 	1858445 	2184870 	2294831 
A,FOR,NR,I551-I553,ITG14	96242 	197022 	442750 	666906 	607706 
A,FOR,NR,I551-I553,ITG15	4262 	9210 	17359 	30647 	44058 
A,FOR,NR,I551-I553,ITG16	10205 	15397 	35495 	46938 	47176 
A,FOR,NR,I551-I553,ITG17	240457 	422171 	950144 	1254553 	1175136 
A,FOR,NR,I551-I553,ITG18	83924 	130347 	277944 	335540 	407530 
A,FOR,NR,I551-I553,ITG19	107877 	169925 	499605 	639108 	744380 
A,FOR,NR,I551-I553,ITG2	1582080 	3762698 	6706476 	6817945 	7976663 
A,FOR,NR,I551-I553,ITG2D	852928 	2056004 	3840937 	3878676 	4711603 
A,FOR,NR,I551-I553,ITG2E	298317 	791760 	1197812 	1165897 	1218008 
A,FOR,NR,I551-I553,ITG2F	139711 	299048 	618656 	709473 	825445 
A,FOR,NR,I551-I553,ITG2G	66049 	144976 	270787 	313009 	313981 
A,FOR,NR,I551-I553,ITG2H	225075 	470910 	778284 	750890 	907626 
A,FOR,NR,I551-I553,ITH	36886430 	55812895 	89598923 	100228342 	105178535 
A,FOR,NR,I551-I553,ITH1	12848816 	14748970 	23544260 	25436178 	26552700 
A,FOR,NR,I551-I553,ITH10	12848816 	14748970 	23544260 	25436178 	26552700 
A,FOR,NR,I551-I553,ITH2	3727201 	3738601 	6993637 	8108626 	8619238 
A,FOR,NR,I551-I553,ITH20	3727201 	3738601 	6993637 	8108626 	8619238 
A,FOR,NR,I551-I553,ITH3	15261597 	28293292 	44052131 	49799037 	51778487 
A,FOR,NR,I551-I553,ITH31	4699186 	9055678 	13014367 	14623637 	15365457 
A,FOR,NR,I551-I553,ITH32	241633 	358450 	602392 	738603 	790851 
A,FOR,NR,I551-I553,ITH33	723255 	567899 	1197862 	1579821 	1808905 
A,FOR,NR,I551-I553,ITH34	270851 	441807 	741861 	1044221 	1097151 
A,FOR,NR,I551-I553,ITH35	8568434 	16471668 	26107582 	29079407 	29987424 
A,FOR,NR,I551-I553,ITH36	489990 	945807 	1749410 	2048543 	2134111 
A,FOR,NR,I551-I553,ITH37	268248 	451983 	638657 	684805 	594588 
